EmployeeIndex,P_stay,P_leave,Predicted_FutureSalary_FromIncrement,ExpectedLoss
1,0.9891020650692588,0.010897934930741204,6292.649999999981,68.57689024192844
3,0.906178011110324,0.09382198888967597,5642.99999999999,529.4374833044405
4,0.5751969542811541,0.42480304571884586,2194.499999999993,932.2302838300044
5,0.922904075757548,0.07709592424245204,3054.4499999999903,235.48564580235688
6,0.9032785246829844,0.09672147531701558,3641.399999999988,352.20158021937937
7,0.8846638822112699,0.1153361177887301,3221.39999999999,371.543769844614
8,0.9296376776269396,0.07036232237306039,2936.9999999999955,206.65414080967807
9,0.9688452483532246,0.03115475164677539,2962.2999999999947,92.28972080324257
10,0.9611851739869492,0.03881482601305075,10478.599999999982,406.72503586035293
11,0.7419812394045524,0.2580187605954476,5498.849999999983,1418.8064617002726
12,0.8540107688553427,0.14598923114465734,2547.299999999992,371.87836849478447
13,0.9488601343185138,0.05113986568148621,4402.649999999987,225.15092964259458
15,0.9660696389117528,0.03393036108824721,3056.5499999999897,103.70984518428165
16,0.960312119129908,0.03968788087009201,2794.049999999991,110.88992354508022
17,0.8705367099429719,0.12946329005702806,2129.3999999999933,275.6791298474347
18,0.9982959983208044,0.0017040016791955992,10478.999999999967,17.85623359629063
19,0.8413511336861013,0.15864886631389874,3462.899999999989,549.3851591583982
20,0.9982995484938708,0.0017004515061291858,3081.749999999989,5.2403664290136
22,0.995455137327818,0.004544862672182015,16198.349999999951,73.61927626593932
23,0.9477851246922614,0.052214875307738606,4141.199999999987,216.23224162440644
24,0.8836385751763773,0.11636142482362266,4211.549999999987,490.06195871592655
25,0.9995948985581876,0.0004051014418123833,3747.6999999999935,1.5181986734802662
27,0.9730052843471032,0.026994715652896795,12593.699999999964,339.9633505178854
28,0.9986363793115076,0.001363620688492384,1293.5999999999956,1.763979722633742
29,0.9134653796923832,0.08653462030761683,3107.9999999999905,268.94959991607226
30,0.9185116689864482,0.0814883310135518,20048.699999999943,1633.7351019913913
31,0.9963448356292424,0.0036551643707576353,4310.899999999992,15.757048085899063
32,0.8394754794893815,0.1605245205106185,7166.249999999977,1150.3588451092162
33,0.9841252664441312,0.01587473355586877,10760.399999999969,170.81848295456982
34,0.6110105062121719,0.3889894937878281,19894.34999999994,7738.693135737854
35,0.999276775169208,0.000723224830792013,2620.799999999992,1.895427636539702
37,0.9135444878899678,0.08645551211003222,6788.249999999979,586.8816300809244
38,0.636010974271327,0.363989025728673,2316.299999999993,843.1077802953226
39,0.957373039017264,0.042626960982735995,2190.299999999993,93.36583264048635
40,0.9819568263484816,0.018043173651518418,2407.6499999999924,43.44164704207818
41,0.9684198710170496,0.03158012898295037,2777.249999999992,87.70591321789867
43,0.9311267973644932,0.06887320263550678,2817.1499999999905,194.02614280461728
44,0.9551140045048004,0.04488599549519956,2114.699999999993,94.92041467369819
45,0.9935155321430812,0.0064844678569188074,3589.949999999989,23.278915382945602
46,0.8412661300098971,0.15873386999010286,5644.799999999982,896.0209493201297
47,0.7557422224604671,0.24425777753953293,2048.549999999994,500.37427017860864
48,0.720050665413329,0.27994933458667104,2458.0499999999925,688.1294618807647
49,0.9832491013891024,0.016750898610897624,2407.6499999999924,40.33030104052754
52,0.6720967328235479,0.32790326717645213,9162.29999999997,3004.3481048507974
53,0.8916398357865132,0.10836016421348682,4412.099999999992,478.0958805263244
55,0.9623261160595128,0.03767388394048721,20522.24999999993,773.152864697661
56,0.9075998274032504,0.0924001725967496,5024.799999999991,464.29238726414656
58,0.989700811724957,0.010299188275042948,3324.1999999999944,34.23656166389771
59,0.9950551718821448,0.004944828117855238,6349.199999999989,31.39570268588642
60,0.9028135358600218,0.09718646413997822,2382.4499999999925,231.5418914902904
61,0.6388519397438509,0.3611480602561491,5650.049999999984,2040.5045978502494
62,0.926827985542698,0.07317201445730204,3613.049999999989,264.37414683495433
63,0.9435302638632534,0.05646973613674655,5999.399999999991,338.7845349787968
64,0.9962187119337398,0.0037812880662602133,10378.19999999997,39.24296380926163
65,0.9924737835851596,0.007526216414840414,4364.849999999988,32.85080571831609
66,0.872334924449002,0.12766507555099804,14130.89999999996,1804.022416103593
67,0.986804610804686,0.013195389195314045,9975.899999999983,131.63588307353317
68,0.8653513285078863,0.13464867149211368,4214.699999999987,567.5037557378098
69,0.6438319359567053,0.3561680640432947,6506.499999999989,2317.407508697693
70,0.8189876321766127,0.18101236782338725,6292.6499999999805,1139.0474763838342
71,0.996329567806735,0.0036704321932650164,6778.199999999988,24.87892349238889
72,0.927528866256729,0.07247113374327097,2526.299999999992,183.08382517562487
73,0.9935305969810094,0.006469403018990572,19676.999999999935,127.29844320467706
74,0.9073536341159514,0.09264636588404862,8018.849999999975,742.9173110693009
75,0.9957181744415796,0.004281825558420382,10600.799999999968,45.39077637970265
76,0.9412285008521144,0.0587714991478856,15493.799999999952,910.5938534975071
77,0.9862500978471116,0.013749902152888405,6823.94999999998,93.82864479620255
78,0.9761372193991402,0.02386278060085978,10210.199999999968,243.64376249089776
79,0.7592718498281222,0.24072815017187776,2303.699999999993,554.5654395509531
80,0.8019433946519909,0.19805660534800906,3557.3999999999896,704.5665678650054
81,0.9387611355770912,0.06123886442290882,5746.649999999983,351.91832023590797
82,0.991338091070054,0.008661908929946005,2973.2999999999947,25.75445382140841
83,0.994274069488284,0.005725930511715993,2626.049999999992,15.036579820291738
84,0.9637002915417184,0.036299708458281565,6530.99999999998,237.07339594103618
85,0.9900130448506816,0.009986955149318355,3189.899999999989,31.857388230810514
86,0.5916116554207536,0.40838834457924644,4866.399999999991,1987.3810400604414
87,0.9931908291070034,0.006809170892996597,4527.599999999986,30.829202135131293
88,0.9918952410370414,0.008104758962958591,13907.249999999956,112.71490908760552
89,0.9782839372485654,0.02171606275143456,14347.199999999952,311.5646955073809
90,0.9512263427335508,0.04877365726644922,5523.09999999999,269.3817864483252
91,0.7429075858116179,0.25709241418838213,5382.299999999985,1383.7485008861252
92,0.9416884131965552,0.05831158680344484,3001.94999999999,175.04846800460064
93,0.8228739979162598,0.17712600208374019,10750.949999999966,1904.2727921021806
94,0.837585252666041,0.162414747333959,5595.449999999983,908.7835979697982
95,0.9879684800275874,0.012031519972412585,4541.249999999985,54.63814007471848
