EmployeeIndex	Attrition_Probability
0	0.7456777518679776
1	0.010897934930740141
2	0.46663084487875617
3	0.09382198888966632
4	0.4248030457188449
5	0.07709592424244889
6	0.09672147531698287
7	0.11533611778872517
8	0.07036232237306111
9	0.031154751646788006
10	0.03881482601304933
11	0.2580187605954918
12	0.14598923114465673
13	0.05113986568149185
14	0.9174352913322739
15	0.033930361088261404
16	0.03968788087010091
17	0.12946329005702267
18	0.0017040016791962976
19	0.15864886631387826
20	0.001700451506129496
21	0.5238418821404256
22	0.004544862672181909
23	0.05221487530774764
24	0.11636142482362416
25	0.00040510144181250894
26	0.8536591992907083
27	0.026994715652891826
28	0.0013636206884925894
29	0.08653462030767486
30	0.08148833101355146
31	0.003655164370757623
32	0.16052452051062788
33	0.0158747335558769
34	0.38898949378780173
35	0.0007232248307921541
36	0.5821124444941255
37	0.08645551211002907
38	0.36398902572864794
39	0.04262696098272601
40	0.018043173651518186
41	0.0315801289829549
42	0.8646347496566814
43	0.06887320263550631
44	0.04488599549520175
45	0.006484467856917522
46	0.1587338699901196
47	0.24425777753951056
48	0.27994933458667925
49	0.016750898610891213
50	0.8110770182765099
51	0.7645583379914215
52	0.3279032671764655
53	0.10836016421348528
54	0.7561836991668436
55	0.037673883940480594
56	0.09240017259675416
57	0.6049496033413635
58	0.010299188275046441
59	0.004944828117855811
60	0.09718646413998265
61	0.3611480602562252
62	0.07317201445728859
63	0.05646973613675634
64	0.003781288066261268
65	0.007526216414838694
66	0.12766507555098786
67	0.013195389195319358
68	0.1346486714921029
69	0.3561680640431916
70	0.1810123678233817
71	0.0036704321932650164
72	0.0724711337432583
73	0.0064694030189907555
74	0.0926463658840349
75	0.004281825558421143
76	0.05877149914789237
77	0.013749902152883534
78	0.023862780600851834
79	0.24072815017196636
80	0.19805660534798813
81	0.06123886442289431
82	0.008661908929946434
83	0.005725930511718321
84	0.03629970845828125
85	0.009986955149324248
86	0.4083883445792993
87	0.00680917089299541
88	0.008104758962960262
89	0.02171606275143046
90	0.04877365726645381
91	0.25709241418829604
92	0.05831158680345838
93	0.17712600208375406
94	0.1624147473339568
95	0.01203151997240776
96	0.0659191224511633
97	0.021560410156068122
98	0.002438143198986006
99	0.051975611164525884
100	0.5451568851331788
101	0.056868517876748716
102	0.7993909907615894
103	0.003301021500710136
104	0.0016937614841204668
105	0.003238200971472155
106	0.04907837276003944
107	0.6412951661205314
108	0.015614205662170201
109	0.24213490704926324
110	0.2234013410731873
111	0.7610194579660673
112	0.04259969740389796
113	0.119569923086563
114	0.04720270496191762
115	0.06314024818569601
116	0.01648970854573777
117	0.01225426634449729
118	0.14516313179489623
119	0.007299009652146196
120	0.03987598103972932
121	0.014785971968551095
122	0.24151003698725815
123	0.007066226259521489
124	0.808773819033892
125	0.03679716742913373
126	0.0014105286968837197
127	0.930925905032684
128	0.0984623219865708
129	0.006098399377916473
130	0.05925032327316973
131	0.0863639689436722
132	0.7862743918539772
133	0.05502769461292931
134	0.023285460480687636
135	0.031680393934525305
136	0.06528020397065863
137	0.004878705136813495
138	0.3616458869531211
139	0.2377660586381041
140	0.49932245236361406
141	0.06175647262570693
142	0.2156688916925715
143	0.09275302941379725
144	0.005182668022478662
145	0.0328216549632034
146	0.08295205200885171
147	0.15164599955661245
148	0.058141317360618644
149	0.2574266754074371
150	0.018812630722591678
151	0.015837689901877273
152	0.3187241739480868
153	0.044113705918718674
154	0.09430668098452648
155	0.002461763501291402
156	0.020835364708605256
157	0.18074503666105968
158	0.042144623134316925
159	0.19805141237525536
160	0.017942347950437698
161	0.03753204270898365
162	0.04999534194367645
163	0.05803576565648249
164	0.06697255392369744
165	0.02591223635636853
166	0.020855040218881224
167	0.02773782301371088
168	0.04206016372750992
169	0.09654082172981389
170	0.24375623545596067
171	0.8762126456885709
172	0.4091001234080924
173	0.016893423170765053
174	0.14166280294015537
175	0.03369441968398548
176	0.03109692500695186
177	0.5740385221529406
178	0.014891199991506704
179	0.07049639608199623
180	0.19173919043090573
181	0.034249979766177704
182	0.6700249437060267
183	0.029140679979705788
184	0.002292861565658914
185	0.001628322731114496
186	0.005853964535924573
187	0.00024225416094014277
188	0.008190844218320366
189	0.0019840584649689977
190	0.0016399622454794567
191	0.014122406319829953
192	0.7131674715544373
193	0.0002164632309116712
194	0.02984809457626742
195	0.23895118247837988
196	0.4029978437552649
197	0.002282763680087144
198	0.025596804842873175
199	0.023336732632950413
200	0.41468296053438364
201	0.006122968031783105
202	0.05497153876713776
203	0.323163076889969
204	0.589405969553968
205	0.02577066759138443
206	0.21311300799883345
207	0.3441672473364381
208	0.010071435981450022
209	0.006258539586794563
210	0.0893389926918768
211	0.01166265899955677
212	0.037031063055521146
213	0.0015176356844574248
214	0.2557606729168499
215	0.0484774073407403
216	0.8119241987446943
217	0.045303296025386595
218	0.028935100907560074
219	0.003225368868555135
220	0.03117785430845795
221	0.06194154576388745
222	0.002697837571282228
223	0.004611830222196301
224	0.003969227856046751
225	0.00781674213708461
226	0.19482067170836995
227	0.013284481855092858
228	0.04353801079295174
229	0.3897741555534916
230	0.16704132518699977
231	0.0027217352767142807
232	0.10918052832890561
233	0.0007529983245999501
234	0.4557695507023529
235	0.004364676411571577
236	0.2005963775382755
237	0.07950901543529701
238	0.08942500831050805
239	0.5935490201443518
240	0.02197227753104837
241	0.07936896398281393
242	0.05709924564859836
243	0.027906683518129093
244	0.0008084241067667521
245	0.059302697076921915
246	0.016619273778464946
247	0.02888444593434634
248	0.03135062199131302
249	0.01909740830674705
250	0.08070737354534507
251	0.04543977394964136
252	0.06358896506649596
253	0.20597897457800082
254	0.018574799386490714
255	0.009077866828037767
256	0.15290296630157385
257	0.00021498324779455687
258	0.02500257827625785
259	0.6189849012411265
260	0.28499891355732637
261	0.007789997405184033
262	0.29334149856114333
263	0.21218077804436028
264	0.4813926109804068
265	0.11214075384532288
266	0.06123665498272335
267	0.004052653267615232
268	0.016450273314815883
269	0.0041719947833320755
270	0.01036272424930092
271	0.2548873516805658
272	0.0036872443375006404
273	0.01417130236563771
274	0.05943291618851254
275	0.003544894345605278
276	0.09223265344672323
277	0.4481066132310756
278	0.032863333010484726
279	0.0015831048808709178
280	0.0010743455120332034
281	0.012416980885941871
282	0.1415300680049665
283	0.07354868144494815
284	0.6673020159394034
285	0.002375758597577652
286	0.5595566047389549
287	0.03729217083077812
288	0.5818869276311611
289	0.006657230063078725
290	0.22521184115440215
291	0.28175549583460074
292	0.21050976217628461
293	0.7037236171024294
294	0.12639098265709256
295	0.08502976814206825
296	0.4323884836338799
297	0.02416852003302242
298	0.07346883765283271
299	0.006979593192872185
300	0.005000729247264161
301	0.6307330921216839
302	0.02405992875791193
303	0.1089649098868566
304	0.00024751247463065723
305	0.03249350218749651
306	0.015700433715493692
307	0.006654227221109786
308	0.0087914636403816
309	0.04065921334600306
310	0.6560779915527049
311	0.2159146576906594
312	0.18709970874965492
313	0.10276405636221235
314	0.14271125312406596
315	0.04852072073029914
316	0.07817816810025519
317	0.10790340179648776
318	0.42637826382254823
319	0.4223357924686443
320	0.29807296223260743
321	0.002187074452196786
322	0.03831989569535213
323	0.5250813192259881
324	0.0011783536649981612
325	0.06210460673045713
326	0.18834478534194718
327	0.2627085918260731
328	0.2785086426015655
329	0.0016923335687816768
330	0.044738162560678224
331	0.12263572576367418
332	0.01704181915319586
333	0.1344704258648919
334	0.010485502737607072
335	0.1387360696574491
336	0.3911089244051749
337	0.1514207827788682
338	0.006142425983693865
339	0.03325255928859916
340	0.006517441156305521
341	0.004699128033893343
342	0.07480014179500946
343	0.19029574508081853
344	0.0033381178570775875
345	0.023253669391676536
346	0.22249104814215095
347	0.5869236009968232
348	0.023371736505666842
349	0.02150302025831614
350	0.1466756699510027
351	0.015749218225326
352	0.08997877980098071
353	0.1199241279534379
354	0.4423092611432905
355	0.04183530179463274
356	0.011223775646746653
357	0.9735612943044044
358	0.014298924066163664
359	0.07269411409850518
360	0.0017367965915950972
361	0.030918783431561167
362	0.32901656052860506
363	0.7687105195791233
364	0.05723340761580954
365	0.003038108659566025
366	0.3080579765536302
367	0.010980821039026596
368	0.33980470724708683
369	0.3322973443435925
370	0.449058711075058
371	0.09448402314376404
372	0.14487725914410518
373	0.033932794064132944
374	0.05059115862957144
375	0.019589072958960264
376	0.0035537214250377404
377	0.013088332980830683
378	0.6775132765289101
379	0.014079623808551692
380	0.06976191783837778
381	0.37231576592871024
382	0.14552803977796092
383	0.10585699786655282
384	0.13530969064498016
385	0.8158293010809016
386	0.04470185089622444
387	0.01746914857140471
388	0.0670265608394192
389	0.23164597729550676
390	0.0013493647085558108
391	0.10299512022729507
392	0.004614457870575624
393	0.06801096794098081
394	0.011781450051477974
395	0.3539871206094871
396	0.011919826829455775
397	0.4986300251241978
398	0.11869234227337652
399	0.1434696097599212
400	0.04102807708782639
401	0.02313866513768471
402	0.14906254933334842
403	0.016435764814668206
404	0.0777576424780865
405	0.2219495065775336
406	0.010045740351901465
407	0.010635289132154866
408	0.001390433609290566
409	0.0505048726977177
410	0.0385245723181317
411	0.04143844595930608
412	0.0007897062486973127
413	0.0017285386894947841
414	0.82825658658799
415	0.28622852292264467
416	0.22166470407354222
417	0.0002553865471965475
418	0.04198580417479934
419	0.02573628766724767
420	0.0041800600530466124
421	0.2876024641158427
422	0.4775780514673211
423	0.01619919892239526
424	0.03881643751441759
425	0.06510111060313936
426	0.02037078070358058
427	0.05071177387315854
428	0.0017858774041457975
429	0.007885132010386063
430	0.41032524949898586
431	0.12252938070067644
432	0.008555223802380357
433	0.07364449795057551
434	0.0006918665217706543
435	0.3195911546484095
436	0.3174472702624808
437	0.4337961721152336
438	0.07854211001056938
439	0.40613858879834513
440	0.9116973265401983
441	0.03819735886731194
442	0.10653904332981458
443	0.6627207868287193
444	0.03150564316911317
445	0.009220933868330464
446	0.009596534087838456
447	0.13584487779074675
448	0.02773583548003056
449	0.06307439098704712
450	0.19924287471919364
451	0.06116079482701743
452	0.0020969113161425795
453	0.6566476643042254
454	0.027630579353956786
455	0.0021375571613821056
456	0.07076747702355564
457	0.9570245973354103
458	0.04181346750349625
459	0.02655923401746962
460	0.34140275841508316
461	0.04742842193505107
462	0.025942902088946153
463	0.9788855936397236
464	0.014193315667785042
465	0.02764665852221434
466	0.022898348923417907
467	0.027497539175328316
468	0.03275880474209374
469	0.013765769572571848
470	0.20145030892264645
471	0.002508889299697635
472	0.0840380956410546
473	0.00048138833194417394
474	0.08302694631011309
475	0.06959411203754089
476	0.08109136898476142
477	0.033059017647918056
478	0.20383448220162223
479	0.4511400281671603
480	0.6659763092040428
481	0.05242107598877203
482	0.3126882824276808
483	0.29562856328393194
484	0.0059396665969738745
485	0.013276324699843465
486	0.183565385920065
487	0.066888828028997
488	0.0019666492957156087
489	0.011345432527557781
490	0.0669043759089389
491	0.26510716505538445
492	0.0697755828136086
493	0.21638084083096945
494	0.15699593147125124
495	0.12759605218433367
496	0.6317605225325265
497	0.012712861793642392
498	0.04940435392813982
499	0.04089982226419729
500	0.07657312608577363
501	0.045411523174507466
502	0.028403048760329137
503	0.005622253696305396
504	0.17817009695653624
505	0.1802889873046265
506	0.004533002090262882
507	0.0627317788962657
508	0.09338828734637966
509	0.008810376939165232
510	0.04455777673313777
511	0.13691618103617323
512	0.10282531206796867
513	0.2657153079232715
514	0.83922635750925
515	0.02805282772289111
516	0.05743779028035059
517	0.021095119450997266
518	0.04099963930622507
519	0.00971920448290948
520	0.02850982083244627
521	0.03311095255480689
522	0.0321580917980843
523	0.008738900541133968
524	0.029434040545053854
525	0.7847636960302665
526	0.039851179761856904
527	0.020484595255695487
528	0.4043513327215628
529	0.0023663182163736474
530	0.006125548903838165
531	0.0022064998753567695
532	0.02446973380132621
533	0.12385299958149934
534	0.0003442813308028257
535	0.10788235881965778
536	0.45881833357822943
537	0.01866275820748129
538	0.006256374305248446
539	0.16376111874038027
540	0.5557447326152316
541	0.009087875565923578
542	0.09890712589990239
543	0.21330529392350575
544	0.3229332809639793
545	0.20484030123242514
546	0.18364513344112007
547	0.32722369767542
548	0.0560456645553273
549	0.04279108381480192
550	0.09835571019747412
551	0.2548450975384623
552	0.005391787281261183
553	0.08095579656464176
554	0.2343618695526263
555	0.08425784856305642
556	0.013039192467127364
557	0.0030655789501656656
558	0.11952190820405158
559	0.388263737307925
560	0.05166076108118682
561	0.0025792563567119445
562	0.0454842828267051
563	0.11375671263481774
564	0.4948231020249872
565	0.06319847942576347
566	0.5562400755343311
567	0.006997637794932627
568	0.03719474581250885
569	0.09838457008107668
570	0.0024580037711306167
571	0.5983625049070419
572	0.07919315409732243
573	0.6377764172973068
574	0.014742490126824303
575	0.10995198918708435
576	0.10623856363322463
577	0.11280784752334891
578	0.35868828527289753
579	0.048304204913231126
580	0.2123272097643459
581	0.06297151328407702
582	0.0031951388206786697
583	0.12600878263126555
584	0.10166346686005628
585	0.39044920596597704
586	0.044409874603600276
587	0.04518519803375205
588	0.0003611960618484977
589	0.6691715206071689
590	0.0006418964135433969
591	0.6331737880314183
592	0.003871349065152044
593	0.0023648968939906662
594	0.003228534376327012
595	0.01588419957436291
596	0.020566396277475946
597	0.033708141950518904
598	0.11592978381522674
599	0.21201207898702107
600	0.002891201186228086
601	0.6637680532460308
602	0.3246426974636589
603	0.03723838934593182
604	0.028618017035419822
605	0.15645731587286357
606	0.07671076887689116
607	0.00826338558092908
608	0.06320724612196688
609	0.009594911127759396
610	0.01107384373919907
611	0.0055820276631337535
612	0.6302205663497287
613	0.06015299862929351
614	0.1673949701154041
615	0.002335725631596227
616	0.004754025090264581
617	0.07525358378144278
618	0.39047726207676253
619	0.020184793180162343
620	0.1314621406857382
621	0.0168789236417551
622	0.06002310516464067
623	0.1569227537977849
624	0.05556228426798772
625	0.14484022424457776
626	0.01621203077246733
627	0.005532320885070904
628	0.054102769141133336
629	0.01739538374635428
630	0.11407493276916289
631	0.16558343794357955
632	0.39209004637294104
633	0.11822203339724013
634	0.16158950414191348
635	0.010413880687769096
636	0.5473401289291857
637	0.011952356166995859
638	0.3214797798139994
639	0.013565025870718157
640	0.08440190750480069
641	0.09010084972463656
642	0.16287567471885836
643	0.0742438335037606
644	0.05395190521791252
645	0.4599938053553663
646	0.034857898487085676
647	0.061266506935813037
648	0.18239759457197588
649	0.001168688221700125
650	0.019600090400993232
651	0.14355205513091895
652	0.3409506559156686
